Review,Cleaned_review
"✅Trip Verified| Toronto to Edmonton. Our flight is delayed for more than 3 hours now, and my husband and I spoke to customer rep separately and 1 answered because of weather condition and gates are full. The other one told me it’s because gates are full. She didn’t blame the weather condition when I informed her that our other family member already left for Edmonton via WestJet. The refused to give us compensation for food/meal as it’s not their fault “ it’s the airport's fault”. So, I called the airport’s customer support and told me there’s no such thing as “gates are full”. Poor customer service Air Canada and Toronto Pearson airport. Where do we turn to now?",toronto edmonton flight delay hour husband spoke custom rep separ answer weather condit gate full one told gate full blame weather condit inform famili member alreadi left edmonton via westjet refus give us compens food meal fault airport fault call airport custom support told thing gate full poor custom servic air canada toronto pearson airport turn
"Not Verified|  Mexico City to Winnipeg via Toronto. Purchased ticket in November. Checked in at Mexico City at 12:00. No seat assigned in final leg. After 4 hours on airport was finally assigned last row middle seat. Wouldn’t change it to a different seat, even thigh when I hit in the plane there were multiple seats available further forward in the plane. The entire Mexico City staff is short-tempered, overworked, stressed out, angry and blames the customer for their shortfalls, as in “you should have come to the gate earlier” - as noted, 4 hours in the airport.",mexico citi winnipeg via toronto purchas ticket novemb check mexico citi seat assign final leg hour airport final assign last row middl seat chang differ seat even thigh hit plane multipl seat avail forward plane entir mexico citi staff short temper overwork stress angri blame custom shortfal come gate earlier note hour airport
✅Trip Verified|  Frankfurt to Calgary. Cabin crew and inflight services were quite decent. I did have some problem with my missing extra luggage. The claims department did not handle the claim fairly. They did pay a claim of $500 which is half the cost of the item i had in the missing luggage. The first sector flight was with Lufthansa from Port Harcourt to Frankfurt.,frankfurt calgari cabin crew inflight servic quit decent problem miss extra luggag claim depart handl claim fairli pay claim half cost item miss luggag first sector flight lufthansa port harcourt frankfurt
"Not Verified| Saskatoon to Frankfurt via Calgary. Not the first time and won't be the last time. Air Canada is by far one of the worst airlines that sometimes I have no choice but to fly with. Poor food, customer service, delays, lost luggage all are daily routine with this carrier. If you have any option other than Air Canada to fly anywhere, take it. I do the same!",saskatoon frankfurt via calgari first time last time air canada far one worst airlin sometim choic fli poor food custom servic delay lost luggag daili routin carrier option air canada fli anywher take
"Not Verified| Dubai to Toronto. Poor Service, on a 14.5-hour-long journey they hardly asked for drinks twice. I kept calling the staff using the button which was getting switched off again and again without any show. Finally, I had to go to them for water. Their staff don't take their job seriously - poor hospitality. One time when I asked for water, she said that they are working very hard to deliver food and drinks to the passengers, however, I got the drink and food after 1.5 hours of wait.",dubai toronto poor servic hour long journey hardli ask drink twice kept call staff use button get switch without show final go water staff take job serious poor hospit one time ask water said work hard deliv food drink passeng howev got drink food hour wait
"Toronto to Delhi. I wonder how this airline with poor standard and worst customer service get to the top rate in North America. Their website systems are getting upgraded for several months and customer calls reach nowhere. On top of all, in my recent international flight, the airline didn't load any baggage of economy class passengers and none of them notified in a 14 hrs flight that got delayed by another 4 hours. Upon arrival, passengers were shocked to know their baggage didn't get loaded at all. How this airline is expecting them to plan their stay or arrange onward travel without baggage? One among 100s of stranded passengers.",toronto delhi wonder airlin poor standard worst custom servic get top rate north america websit system get upgrad sever month custom call reach nowher top recent intern flight airlin load baggag economi class passeng none notifi hr flight got delay anoth hour upon arriv passeng shock know baggag get load airlin expect plan stay arrang onward travel without baggag one among strand passeng
"Not Verified| Kelowna to Calgary. I had a family emergency and looked into booking a flight to Kelowna as soon as possible. I very rarely fly with Air Canada and am a proud frequent flyer with WestJet. I regret trying to use Air Canada as it always disappoints and their prices never match their service. Not only did I get downgraded upon boarding my flight from Calgary to Kelowna, but the flight attendants also had no idea what they were talking about and couldn’t organize their thoughts one bit. For a $600 flight, I would expect the staff to at least know how to tell me the safety instructions properly. Now boarding my flight home from Kelowna to Calgary, sure enough, the flight is delayed over an hour. And not only that! The Vancouver flight with Air Canada just announced that they “oversold” the flight and need volunteers to re-book! That is so bad! Highlights of this travel experience: Nothing.",kelowna calgari famili emerg look book flight kelowna soon possibl rare fli air canada proud frequent flyer westjet regret tri use air canada alway disappoint price never match servic get downgrad upon board flight calgari kelowna flight attend also idea talk organ thought one bit flight would expect staff least know tell safeti instruct properli board flight home kelowna calgari sure enough flight delay hour vancouv flight air canada announc oversold flight need volunt book bad highlight travel experi noth
"Not Verified| Calgary to Sydney via Vancouver. The outbound was ok because the flight was empty and the check-in crew was kind enough to provide us with a row each. This was quickly offset by the fact that they didn’t pack the vegetarian food and made little effort to provide a reasonable set of meal options. Late leaving and late to arrive so missed the connecting flight but this can happen so no biggie there I guess. Did well to find a practical solution to this and didn’t lose our baggage which was very much appreciated. CIgnored by staff when the assistance light was on. Staff were very poorly committed to providing a good flying experience. The flight home! Sardine-like conditions but poor food. Chickpea on rice, then in a bun followed by the piece de resistance, avec hash browns. Air Canada - you have a great opportunity to jettison your plastic options and go with bamboo and paper. It’s a disgrace that you have shown no leadership on this basic environmental consideration. 2",calgari sydney via vancouv outbound ok flight empti check crew kind enough provid us row quickli offset fact pack vegetarian food made littl effort provid reason set meal option late leav late arriv miss connect flight happen biggi guess well find practic solut lose baggag much appreci cignor staff assist light staff poorli commit provid good fli experi flight home sardin like condit poor food chickpea rice bun follow piec de resist avec hash brown air canada great opportun jettison plastic option go bamboo paper disgrac shown leadership basic environment consider
"✅Trip Verified|  Chicago to Montreal. My flight was cancelled due to weather without an update. Employees are unreachable, you can only talk to an automated message. They do not reply to their emails. Their website's flight status doesn't even work. It was showing my flight as on time for the whole day. They are a costly mess",chicago montreal flight cancel due weather without updat employe unreach talk autom messag repli email websit flight statu even work show flight time whole day costli mess
"✅Trip Verified|  Toronto to Los Angeles. Reserved an aisle seat changed to center seat. Apparently they changed our aircraft. I had a carefully selected aisle seat reserved. We arrived at the airport I discovered the Seat change. At the gate I checked with the lone, over-worked gate agent. She kept having to re-ask my name. In the end, the airline switched the type of plane and the forced me into center seat without apology, for a 4-5 hour flight.",toronto lo angel reserv aisl seat chang center seat appar chang aircraft care select aisl seat reserv arriv airport discov seat chang gate check lone work gate agent kept ask name end airlin switch type plane forc center seat without apolog hour flight
✅Trip Verified|  New York to Kingston via Toronto. The check in was smooth. Despite bad weather flight departed on time.  They just served coke/glass of water. Wifi was there but not free. Fare was costly particularly the Toronto-Kingston sector. The flight operated in Toronto-Kingston sector needs restoration.,new york kingston via toronto check smooth despit bad weather flight depart time serv coke glass water wifi free fare costli particularli toronto kingston sector flight oper toronto kingston sector need restor
"✅Trip Verified|  Toronto to New York LGA return. The majority of flights on this route are currently operated by Sky Regional on E175s under the Air Canada Express banner. This morning, waiting at the gate, we got the preboard announcement, followed a minute later by a PA stating the flight was now cancelled due to the aircraft going tech. (followed by a text from AC) Rebooking is automatic and took 15 mins. I found myself (probably due to a low fare class) albeit 50K elite, on a flight at 1320 – some 4.15 hours after my original flight time. A paltry 10 bucks for refreshments was offered (try buying something to eat and drink at Pearson for ten bucks!!) Prior to boarding my new flight, the gate staff confirmed my bag was on the tarmac ready to be loaded. Two handlers at the bottom of the jetty confirmed that 15 bags had been loaded from an earlier flight. Despite these reassurances, having waited at the baggage reclaim – no bag. A queue to report it, an incorrectly filed report by the AC agent, the online system reported my bag would land at 2100 but no bag arrived that evening. On chasing AC the following morning by phone, it turns out my bag had iust been delivered to hotel reception – some 18 hours after I had landed and 11 hours since the bag arrived in New York. (the online report was not updated) I am losing count of the times AC have lost my bag. This is also my third flight cancelled on this route though at least this time the rebooked flight was the same day (unlike the last time). For a company who claim to be the best in North America, I find their continued inability and incompetence to operate their schedule and carry PAX and their bags on the same flight to be getting worse.",toronto new york lga return major flight rout current oper sky region e air canada express banner morn wait gate got preboard announc follow minut later pa state flight cancel due aircraft go tech follow text ac rebook automat took min found probabl due low fare class albeit k elit flight hour origin flight time paltri buck refresh offer tri buy someth eat drink pearson ten buck prior board new flight gate staff confirm bag tarmac readi load two handler bottom jetti confirm bag load earlier flight despit reassur wait baggag reclaim bag queue report incorrectli file report ac agent onlin system report bag would land bag arriv even chase ac follow morn phone turn bag iust deliv hotel recept hour land hour sinc bag arriv new york onlin report updat lose count time ac lost bag also third flight cancel rout though least time rebook flight day unlik last time compani claim best north america find continu inabl incompet oper schedul carri pax bag flight get wors
"✅Trip Verified|  Calgary to Quebec City via Montreal. Excellent. The service on this brand new Airbus 220 was flawless. Always appreciate the professional and polite service on Air Canada. Meal was great, entertainment selections plentiful. I will continue to enjoy flying with Air Canada, have been loyal for over 20 years, never a bad experience to record. Some people are impossible to please, even by a company that obviously cares as much about the passenger experience as Air Canada does. This last flight is one of literally hundreds with Air Canada over the years, they have never disappointed me in my travels. Thank you Air Canada.",calgari quebec citi via montreal excel servic brand new airbu flawless alway appreci profession polit servic air canada meal great entertain select plenti continu enjoy fli air canada loyal year never bad experi record peopl imposs pleas even compani obvious care much passeng experi air canada last flight one liter hundr air canada year never disappoint travel thank air canada
"✅Trip Verified|  Frankfurt to Calgary, B777-300ER economy class. Having flown to and from Europe to and from YYC on Air Canada several times and exclusively since September, I was hoping for a standardized product in economy class. Each time, something has been a bit missing: poor French skills, inaudible captain PA's, etc. The food, entertainment, and cabin cleanliness was relatively standard, including this time. The attendants this time were especially bad. In particular the one who served me, who handed the food to the passenger on the aisle, and have him figure out the portion and pass it to each of us. The announcements were impossible for me to hear because of so much feedback on the PA. Sometimes, French announcements were absent.",frankfurt calgari b er economi class flown europ yyc air canada sever time exclus sinc septemb hope standard product economi class time someth bit miss poor french skill inaud captain pa etc food entertain cabin cleanli rel standard includ time attend time especi bad particular one serv hand food passeng aisl figur portion pass us announc imposs hear much feedback pa sometim french announc absent
"✅Trip Verified| My wife and I booked tickets to fly Toronto to Saskatoon in Nov, well in advance of our trip in Jan to attend a wedding. After many AC initiated changes to our booking, I.e. flights, times, seating, for fees and over 7 hours of discussions and holding on AC’s service line we finally made the flight. We have just learned our sons who are flying Air Canada to meet us today had their flight canceled several hours before departure and rebooked on a later flight. Air Canada’s performance apprears to reflect a mantra of ‘We are not happy until you are not happy.’ Any option is better than Air Canada!",wife book ticket fli toronto saskatoon nov well advanc trip jan attend wed mani ac initi chang book e flight time seat fee hour discuss hold ac servic line final made flight learn son fli air canada meet us today flight cancel sever hour departur rebook later flight air canada perform apprear reflect mantra happi happi option better air canada
"✅Trip Verified|  Calgary to Kelowna. I will never fly Air Canada again. Despite checking in more than two hours before my flight, my luggage was offloaded for some reason and missed the flight from Calgary to Kelowna (along with a number of other passengers). I have had to ring and ring to ever get an update, was told it would arrive when it didn’t and have ended up missing a significant part of my ski holiday. And I still haven’t got my luggage.",calgari kelowna never fli air canada despit check two hour flight luggag offload reason miss flight calgari kelowna along number passeng ring ring ever get updat told would arriv end miss signific part ski holiday still got luggag
"✅Trip Verified| Toronto to Seattle. Horrible airline, horrible service. Flight was deplaned after late boarding due to mechanical issue, then +3 hour delay and gate change with no meal voucher or reimbursement. Once on a new plane and in flight, cabin was horribly hot and service was non-existent. After landing at SEA, no gate was provided – we had to wait for a bus to take us to the terminal, and then had to walk the full length of the SEA terminal to leave. Tried to receive compensation from customer support but they have no phone service for customer support (wild) and refused over email after many attempts. Will never fly Air Canada again.",toronto seattl horribl airlin horribl servic flight deplan late board due mechan issu hour delay gate chang meal voucher reimburs new plane flight cabin horribl hot servic non exist land sea gate provid wait bu take us termin walk full length sea termin leav tri receiv compens custom support phone servic custom support wild refus email mani attempt never fli air canada
"✅Trip Verified|  Toronto to London. Fantastic experience. Valet service took me from connecting domestic flight straight to the gate. Excellent service, food and comfort throughout the trip, both before and during the flight.",toronto london fantast experi valet servic took connect domest flight straight gate excel servic food comfort throughout trip flight
"Not Verified|  Flew into Tokyo from Bangkok on ANA, Nippon on a 787, economy class. We were offered water within 30 minutes of takeoff, a full elaborate and delicious dinner after an hour, then another drink service half an hour after that. We were offered a snak and drink again before landing. All of this on a 4.5 hour flight. The seats were a comfortable width with good leg room. This was a great flight experience. We were connecting on Air Canada Flight 2 to Toronto, connection time was 55 minutes, we were at the gate in about 25 minutes, boarding had not started, we boarded and lifted off about 45 minutes late, something about baggage loading problems. We paid extra for a preferred seat were in row 18 at the bulkhead, seat location was good, seat itself was very narrow and uncomfortable. (extra seating probably means extra luggage and with the allowance of 2 checked bags per person might explain luggage loading problems.) Three hours after takeoff there was no service whatsoever, not even water. Then there was an announcement that Air Canada was implementing a new service, they were offering a hot towel service and the availability of both hot chocolate and sparkling in Economy Lass. A special representative was on board to explain this innovation and to hand out a 20 question survey on this startling innovation. Water and a meal service followed. The main was horrible, a tiny salad, a tiny bun and a Twinkie like desert. After a discussion with their service people water was offered more frequently. An attempt to order duty free on board failed, an attendant tried to help but was not able to place the order. The duty free cart came by when I was asleep so no success there. This 11.5 hour flight was a very poor and uncomfortable esperiance. In the last two years we have travelled on KLM, Lufthansa, Air France,West Jet, Bangkok Air. All of these airlines provided better service and a much higher quality food service. Shame on you Air Canada. I will not use you again if I can help it.",flew tokyo bangkok ana nippon economi class offer water within minut takeoff full elabor delici dinner hour anoth drink servic half hour offer snak drink land hour flight seat comfort width good leg room great flight experi connect air canada flight toronto connect time minut gate minut board start board lift minut late someth baggag load problem paid extra prefer seat row bulkhead seat locat good seat narrow uncomfort extra seat probabl mean extra luggag allow check bag per person might explain luggag load problem three hour takeoff servic whatsoev even water announc air canada implement new servic offer hot towel servic avail hot chocol sparkl economi lass special repres board explain innov hand question survey startl innov water meal servic follow main horribl tini salad tini bun twinki like desert discuss servic peopl water offer frequent attempt order duti free board fail attend tri help abl place order duti free cart came asleep success hour flight poor uncomfort esperi last two year travel klm lufthansa air franc west jet bangkok air airlin provid better servic much higher qualiti food servic shame air canada use help
"Not Verified|  London Heathrow to Toronto with Air Canada. I am a million mile flyer so I have a lot of experience with traveling. I fail to understand why the baggage retrieval at Pearson Airport is consistently the worst I have experienced. Comparing Toronto with Paris, London, Zurich, Hong Kong, Vancouver, New York etc. etc. Typically, baggage at Toronto takes 30 to 50 minutes after having passed through customs and immigration. One wonders why the bags are not waiting for the passengers when they emerge from customs and immigration. At most other airports I have my baggage in no more that 20 minutes. In London, my bags are always on the carousel before I arrive. This continues to be an issue at Pearson (Air Canada) Terminal 1. I primarily fly Air Canada so my experience is with them. Frankly, I don’t care whether Air Canada blames Pearson management or whether Pearson blames Air Canada baggage handlers. This is a serious customer service problem that should be rectified. It is an embarrassment to Pearson and Air Canada both. Particularly since other international airports don’t seem to seem to have this problem.",london heathrow toronto air canada million mile flyer lot experi travel fail understand baggag retriev pearson airport consist worst experienc compar toronto pari london zurich hong kong vancouv new york etc etc typic baggag toronto take minut pass custom immigr one wonder bag wait passeng emerg custom immigr airport baggag minut london bag alway carousel arriv continu issu pearson air canada termin primarili fli air canada experi frankli care whether air canada blame pearson manag whether pearson blame air canada baggag handler seriou custom servic problem rectifi embarrass pearson air canada particularli sinc intern airport seem seem problem
"✅Trip Verified|  Our flight Vancouver to Honolulu was delayed and almost didn't make it to our scheduled tour. I thought maybe just this one time only. Then when when we go back home, our flight were cancelled. Hotels and taxis were compensated , we ended up stranded in a hotel. Never again we will fly with Air Canada. The delays and cancellation is not worth the money you spend. I won't recommend.",flight vancouv honolulu delay almost make schedul tour thought mayb one time go back home flight cancel hotel taxi compens end strand hotel never fli air canada delay cancel worth money spend recommend
"✅Trip Verified|  Biggest Air Canada fan waning after A220 inaugural Flight Experience. I purchased a Comfort Class ticket on the Air Canada inaugural A200-300 flight on January 16th between Montreal and Calgary. When I reached my seat, boarding in Zone 5 I found that my aisle seat was already being encroached on by a Plus Sized passenger who had moved the arm rests up as he could not fit the confines of his seat.  This was certainly not a Comfort Class seat experience from my perspective, although probably an Air Canada bargain at just over $500.  I thought Air Canada would put their topnotch flight attendants on this flight as it was an inaugural flight of a new aircraft type! Instead the economy cabin was blessed with 2 lack lustre crew members. I went to use the washroom at the back of the airplane and two service carts were blocking the access to the lav that was open while the 2 flight attendants were busy snacking and socializing. The male flight attendant later manned the Bistro Cart in the aisle offered the menu to me and I had to ask him if he had my prepaid voucher recorded on his manifest. He looked at a sheet of paper on his cart, then looked above at my seat row and number then offered the meal item and snack item. I chose for a meal item the mac n cheese which was one of the few hot items available. The flight attendant warned me that it would be at least 30 minutes because he would have to heat it up first. This, while the plane was over northern Ontario. I decided by the time we were flying over Saskatchewan, I would check on that 30 minute Mac and Cheese. I went to the rear galley and found a  female flight attendant freshening up her makeup and I asked her if she knew anything about the 30 minute Mac N Cheese I had ordered off the Bistro Cart and she opened the oven and found the cardboard box with the Mac N Cheese which was probably cooking for and hour and a half. She admitted that the Male flight attendant could not remember who ordered the item.",biggest air canada fan wane inaugur flight experi purchas comfort class ticket air canada inaugur flight januari th montreal calgari reach seat board zone found aisl seat alreadi encroach plu size passeng move arm rest could fit confin seat certainli comfort class seat experi perspect although probabl air canada bargain thought air canada would put topnotch flight attend flight inaugur flight new aircraft type instead economi cabin bless lack lustr crew member went use washroom back airplan two servic cart block access lav open flight attend busi snack social male flight attend later man bistro cart aisl offer menu ask prepaid voucher record manifest look sheet paper cart look seat row number offer meal item snack item chose meal item mac n chees one hot item avail flight attend warn would least minut would heat first plane northern ontario decid time fli saskatchewan would check minut mac chees went rear galley found femal flight attend freshen makeup ask knew anyth minut mac n chees order bistro cart open oven found cardboard box mac n chees probabl cook hour half admit male flight attend could rememb order item
"Not Verified| Calgary to Frankfurt via Mumbai. The flight was delayed out of Calgary due mostly waiting for deicing as the weather was not horrible. Upon departure with almost 1.5 hours initial delay, the plane finally made it to Frankfurt with just 1 hour delay. However, they could not make sure that the passengers that were connecting to a Lufthansa flight to Mumbai with just 1.5 hrs connecting time could at least make it to their flight. They have code-share and it is their responsibility. Lufthansa left without a single minute delay leaving passengers stranded at the airport for an indefinite time. There were many plans that have to be completely revised and rebooked with much loss of money and time. Absolutely horrible service by Air Canada, not only this time but most of the time. This is one of the worst airlines in the world.",calgari frankfurt via mumbai flight delay calgari due mostli wait deic weather horribl upon departur almost hour initi delay plane final made frankfurt hour delay howev could make sure passeng connect lufthansa flight mumbai hr connect time could least make flight code share respons lufthansa left without singl minut delay leav passeng strand airport indefinit time mani plan complet revis rebook much loss money time absolut horribl servic air canada time time one worst airlin world
"✅Trip Verified| Zurich to Montreal. You have to be careful now with Air Canada. They started playing with their fares to make it as confusing as possible to get as much money as possible from the customer. At the time of booking, we chose a standard economy ticket as opposed to an Economy Light ticket to be sure to get our luggage included in the price and not have to care about it later. We got a booking confirmation also stating that we had in fact paid the Standard Economy fare and that our luggage was included. When we showed up at the airport however, with four pieces of luggage for the whole family, we had to pay 240 CHF additional per way. We were told that since our flight was a codeshare, the rules of the other company applied. We got no help from the Air Canada counter and we could not reach anyone on the phone after an hour of waiting. We wrote an Email to customer service which replied three weeks later stating that it was all our fault for not paying attention, even though their booking confirmation stated false information. That means that we paid more for a fare that did not give us what we expected of it. We used to trust Air Canada but we won't be flying with them anymore if we can't trust the information they present us.",zurich montreal care air canada start play fare make confus possibl get much money possibl custom time book chose standard economi ticket oppos economi light ticket sure get luggag includ price care later got book confirm also state fact paid standard economi fare luggag includ show airport howev four piec luggag whole famili pay chf addit per way told sinc flight codeshar rule compani appli got help air canada counter could reach anyon phone hour wait wrote email custom servic repli three week later state fault pay attent even though book confirm state fals inform mean paid fare give us expect use trust air canada fli anymor trust inform present us
"✅Trip Verified|  Flew from Vancouver to Kahului January 2 2020 , the flight was operated by Omni Air International due to the Boeing Max 8 issue. I upgraded to Business when doing online check in to give my wife and myself a treat. Entering the plane the first thing we noticed was the horrible condition of the interior. Once we had sat down it only got worse, the seats had an electric reclining system that were so worn out my seat couldn’t even go to the take off position. I could tell how embarrassed the flight attendant was. My wife’s entertainment screen which is located between our seats was held down with white tape and was unusable my screen was so floppy that it had to be held in place by the tray table with a blanket. What a joke. The service was okay but not great. The only thing that was nice was the leg room.",flew vancouv kahului januari flight oper omni air intern due boe max issu upgrad busi onlin check give wife treat enter plane first thing notic horribl condit interior sat got wors seat electr reclin system worn seat even go take posit could tell embarrass flight attend wife entertain screen locat seat held white tape unus screen floppi held place tray tabl blanket joke servic okay great thing nice leg room
✅Trip Verified|  I am a frequent flyer with Air Canada and I have had terrible flights from Kona and Maui due to the abysmal ground crew there. Staff from other airlines manage the check in and gates. They’re rude and ignore amy airline status. I needed a printed boarding pass and waited in line for an hour. My seat was given away and I was given a seat at a window towards the back instead of at an aisle with my family towards the front. I proved my seat was changed and they responded that they can’t inconvenience the passenger who has your seat now.,frequent flyer air canada terribl flight kona maui due abysm ground crew staff airlin manag check gate rude ignor ami airlin statu need print board pass wait line hour seat given away given seat window toward back instead aisl famili toward front prove seat chang respond inconveni passeng seat
✅Trip Verified|  Vancouver to Winnipeg departing at 8.15pm. If I try and contact airline via phone I get a voice recording that essentially says  we’re not able to put you on hold and we won’t be able to call you back.  Sky lounge only serves drinks during certain hours. Sky lounge doesn’t serve any food other than pieces of bread and hummus after 8pm. Seats have no pillows or blankets etc. You’re required to pay to use their in-flight Wi-Fi service for anything other than looking at a map of your flight. There are too many letdowns when it comes to flying domestic business class with Air Canada.  I will not being flying with AC again.,vancouv winnipeg depart pm tri contact airlin via phone get voic record essenti say abl put hold abl call back sky loung serv drink certain hour sky loung serv food piec bread hummu pm seat pillow blanket etc requir pay use flight wi fi servic anyth look map flight mani letdown come fli domest busi class air canada fli ac
"✅Trip Verified|  Air Canada's Boeing 777-300ER with high density seating, is an appalling aircraft to fly. The seating is cramped and the aisles so narrow. Seats cushions are thin and most uncomfortable. The food and service on board were dreadful. The flight attendants had an indifferent attitude, miserable expression and lack of common courtesy to me. The cabin was excessively hot and despite requests, nothing appeared to be done to alleviate the discomfort.  Music selections were poor and the choice of movies.",air canada boe er high densiti seat appal aircraft fli seat cramp aisl narrow seat cushion thin uncomfort food servic board dread flight attend indiffer attitud miser express lack common courtesi cabin excess hot despit request noth appear done allevi discomfort music select poor choic movi
"✅Trip Verified| On our way down to New Zealand, they lost our bags for 3 days but little did I know that the flight down would be the better flight. This is because on the way back to Vancouver my seat would be paper thin allowing me to feel any movement to the tray table or seat back behind me, the flight would be 30 minutes late and our bags would be late to get to customs, and then after we missed our flight their counter staff wouldn’t help us and say things like “not our problem.” We would still be stuck in Vancouver if Alaska Airlines hadn’t stepped up and rebooked us when the Air Canada customer service called them for help. If you have any other options whether it be a different airline, car, train, your favorite horse, hot air ballon, or even a hydrogen filled zeppelin I would strongly recommend avoiding this airline.",way new zealand lost bag day littl know flight would better flight way back vancouv seat would paper thin allow feel movement tray tabl seat back behind flight would minut late bag would late get custom miss flight counter staff help us say thing like problem would still stuck vancouv alaska airlin step rebook us air canada custom servic call help option whether differ airlin car train favorit hors hot air ballon even hydrogen fill zeppelin would strongli recommend avoid airlin
Not Verified|  A colleague and I were set to fly out of Toronto to Edmonton on the 5th of January. Flight got cancelled due to weather Customer was completely overwhelmed. Our flight got rescheduled to the next morning and for some reason we got a connecting flight in Calgary. We went early to the airport and tried to change our to another AC flight that was direct to Edmonton scheduled 15min after the Calgary one. The agent told us that flight was delayed an hour so we decided to bite the bullet and just transfer in Calgary. We also didn't want to further complicate our checked baggage finding its way home. Flight to Calgary left on time and went fine. As soon as we arrive in Calgary our flight to Edmonton gets delayed a couple times and eventually cancelled for mechanical issues. Flight rescheduled for the next morning. Colleague and I decided we're better off just renting a car at this point because we can't afford to miss another day of work. Customer service is brutal and dismissive of anyone's problems.,colleagu set fli toronto edmonton th januari flight got cancel due weather custom complet overwhelm flight got reschedul next morn reason got connect flight calgari went earli airport tri chang anoth ac flight direct edmonton schedul min calgari one agent told us flight delay hour decid bite bullet transfer calgari also want complic check baggag find way home flight calgari left time went fine soon arriv calgari flight edmonton get delay coupl time eventu cancel mechan issu flight reschedul next morn colleagu decid better rent car point afford miss anoth day work custom servic brutal dismiss anyon problem
"✅Trip Verified|  Before we departed, we discovered our return flight was changed by a day only  when we rang Air Canada to upgrade ... just per chance we had booked a connecting flight with Air Canada. Had we booked the connection with a different airline  we would have had to pay for the alteration to our flight. Also, we had to change plans and add another night to our New York accommodation. We had not been informed of the change, goodness know if and when Air Canada might have decided to inform us. The service from Melbourne to Vancouver was appalling. Food and drinks offered were the  minimum for what was a long flight. Alternatively staff on the flight from Vancouver to Montreal were exceptional. They went out of their way to assist, offer snacks, smile and just offer exceptional service. The contrast between the two flights was enormous, unfortunately we received bad service on the long flight. We are yet to make the return flight and it's not looking good. We have attempted on 3 occasions to telephone Air Canada and on each occasion, the wait time is 1 hour!",depart discov return flight chang day rang air canada upgrad per chanc book connect flight air canada book connect differ airlin would pay alter flight also chang plan add anoth night new york accommod inform chang good know air canada might decid inform us servic melbourn vancouv appal food drink offer minimum long flight altern staff flight vancouv montreal except went way assist offer snack smile offer except servic contrast two flight enorm unfortun receiv bad servic long flight yet make return flight look good attempt occas telephon air canada occas wait time hour
Not Verified|  We are currently sitting on the plane from Montreal to Calgary. We have been at the airport since 6.45am for a flight scheduled to leave at 8.25. It is now 1.15 pm. We have missed our bus connection to Banff. This has been an absolute waste of a day. There has been one delay after another and to be honest I think this airline is a joke. I have lost count of the number of texts sent for each delay.  We won’t get to see Banff now And it is such a long way from Australia to get here.,current sit plane montreal calgari airport sinc flight schedul leav pm miss bu connect banff absolut wast day one delay anoth honest think airlin joke lost count number text sent delay get see banff long way australia get
"✅Trip Verified|  Connecting flight from Toronto to Halifax cancelled due to weather, ok understandable. Rebooked on flight later that night, which I got bumped from. One customer service agent at the desk provided really bad service too, I get that you're tired of dealing with customers but the lady was acting as if her flight got cancelled. She even complained to her colleague about having to hold with Air Canada when phoning to get help with the situation. So I'm put on the 10:00 flight for 06 Jan 2020, I even get checked in and get a boarding pass. An hour later I get an email saying I'm now bumped from this flight and on the 18:30 flight. This cannot be due to weather as the 10:00 flight is not cancelled. Now I've been on hold for over an hour waiting to speak with someone. They really need to hire more customer service agents for the call center considering how much the company is messing up lately. They also told everyone that hotels will not be provided because it was due to weather, stranding a bunch of people. I'm thinking of just getting a full refund and booking with WestJet to get out of here earlier tomorrow.",connect flight toronto halifax cancel due weather ok understand rebook flight later night got bump one custom servic agent desk provid realli bad servic get tire deal custom ladi act flight got cancel even complain colleagu hold air canada phone get help situat put flight jan even get check get board pass hour later get email say bump flight flight cannot due weather flight cancel hold hour wait speak someon realli need hire custom servic agent call center consid much compani mess late also told everyon hotel provid due weather strand bunch peopl think get full refund book westjet get earlier tomorrow
"✅Trip Verified| Edmonton to Brisbane via Vancouver.  I could not believe how small my seat was and how little legroom and elbow room I had. I bought a carry on specifically so it would fit under my seat so I wouldn’t have to bother with the overhead storage and could access my case when needed without bothering other passengers, however, it wouldn’t fit under the seat. I’m 5’2 and weigh 117 lbs. I could barely move my arms without invading the space of the person sitting next to me.  I became sick and had to get up to go to the washroom, but the other two passengers had to get up and out first. I asked the flight attendant for aspirin, he said yes but continued cleaning food trays and made me wait ten minutes.",edmonton brisban via vancouv could believ small seat littl legroom elbow room bought carri specif would fit seat bother overhead storag could access case need without bother passeng howev fit seat weigh lb could bare move arm without invad space person sit next becam sick get go washroom two passeng get first ask flight attend aspirin said ye continu clean food tray made wait ten minut
"✅Trip Verified| My return flight from Kelowna to Edmonton just got cancelled due to fog. Ok that's fine, it's a 1 hour flight. Air Canada personnel on the plane said ""go to the Air Canada"" desk when you get inside. We all go inside and no one shows up there and it's only 8pm. We all wait there and wait there. Nothing. Then I get an email that I will fly to Vancouver 2 days later and then a lay over and then fly to Edmonton. That is unbelievable. Other passengers got a flight the next day and others 2 days later in the evening. No compensation whatsoever. I will never fly Air Canada again!",return flight kelowna edmonton got cancel due fog ok fine hour flight air canada personnel plane said go air canada desk get insid go insid one show pm wait wait noth get email fli vancouv day later lay fli edmonton unbeliev passeng got flight next day other day later even compens whatsoev never fli air canada
